video,frame,time_s,arena_cx,arena_cy,arena_r,food_x,food_y,leech_idx,ant_x,ant_y,post_x,post_y,mid_x,mid_y,heading_am_rad,food_dir_rad,food_align_deg,body_align_deg,is_straight
IMG_2855_dish0.mp4,221,7.3701060494897614,504.6000213623047,613.8000793457031,421.08003997802734,,,5,353.69292868404193,830.9569988049675,436.0262873043776,864.6908054619106,381.1373815574872,856.114413938959,2.399645385583874,,,33.62978792748078,False
IMG_2855_dish0.mp4,221,7.3701060494897614,504.6000213623047,613.8000793457031,421.08003997802734,,,6,492.6304713558585,970.4663009116472,394.28784855934634,943.5936074730656,437.741565608968,956.7440744749248,-0.24497866312686026,,,2.801229157750096,True
IMG_2855_dish0.mp4,221,7.3701060494897614,504.6000213623047,613.8000793457031,421.08003997802734,,,7,853.4675713334619,439.06681810740304,803.4174855841468,450.358605745968,836.3772981507689,445.4756705509129,0.35877067027057147,,,12.129076198102801,True
IMG_2855_dish0.mp4,221,7.3701060494897614,504.6000213623047,613.8000793457031,421.08003997802734,,,8,587.4350898524866,976.3431319579918,657.9324425010213,971.7051482311144,637.5253141027613,945.2686409879138,-2.5863294392975735,,,84.14861749922913,False
IMG_2855_dish0.mp4,54324,1811.645434536117,544.9546279907227,497.0555534362793,428.1438961029053,,,0,584.4872940310611,688.1877187095669,714.2766857450624,841.9910066878329,625.0822139063655,835.7016529043351,1.8393427016480477,,,70.5800150446062,False
IMG_2855_dish0.mp4,54324,1811.645434536117,544.9546279907227,497.0555534362793,428.1438961029053,,,1,507.87152975935976,721.92152536651,466.7048504491919,661.8867847058485,506.15625145476946,679.0395677517517,-1.5308176396716073,,,64.2108242814095,False
IMG_2855_dish0.mp4,54324,1811.645434536117,544.9546279907227,497.0555534362793,428.1438961029053,,,2,474.7094825372801,494.9330297257234,431.2557654876585,440.61588341369634,462.1307749702844,436.0418079347888,-1.3603661234484234,,,86.3702064876481,False
IMG_2855_dish0.mp4,54324,1811.645434536117,544.9546279907227,497.0555534362793,428.1438961029053,,,3,290.60295541669745,314.2570308601623,319.19092715986955,430.3241961374411,285.45712050292644,386.298719652956,1.4994888620096058,,,41.54617164046556,False
IMG_2855_dish0.mp4,54324,1811.645434536117,544.9546279907227,497.0555534362793,428.1438961029053,,,4,667.3924120862602,476.6367103613799,680.5428790881193,624.7224039910116,671.3947281303042,564.68766333035,1.616219606216473,,,6.061573230608321,True
IMG_2855_dish0.mp4,54324,1811.645434536117,544.9546279907227,497.0555534362793,428.1438961029053,,,5,569.6215487246116,471.4908754476089,510.1585674988135,331.981573340929,545.0358930254836,409.1690970474937,-1.1950442720222865,,,2.7869128502141556,True
IMG_2855_dish0.mp4,54324,1811.645434536117,544.9546279907227,497.0555534362793,428.1438961029053,,,6,480.998836320778,317.68758746934293,493.57754388777374,530.3820972385436,509.01504862908666,428.6089178328507,1.818199227596968,,,22.800325233422885,False
IMG_2855_dish0.mp4,54324,1811.645434536117,544.9546279907227,497.0555534362793,428.1438961029053,,,7,572.1674555734292,116.91253798417875,502.4128045200892,158.65097672921004,532.1442951329882,137.4958776392627,0.47501075626509703,,,8.217202452978086,True
IMG_2855_dish0.mp4,54324,1811.645434536117,544.9546279907227,497.0555534362793,428.1438961029053,,,8,840.8943899592471,391.35706671863113,830.0309606968417,321.6024156652912,839.7508710895202,357.62326006168803,-1.5369109968907784,,,13.159611770470933,True
IMG_2855_dish0.mp4,51194,1707.2633895818049,544.9546279907227,497.0555534362793,428.1438961029053,643.440664684557,440.54855224604296,0,560.8274683171829,564.0183570695035,706.7316749859637,838.9103406483657,626.3786336321424,697.9400926592057,2.0259874777605327,1.5046049291345696,29.87301954804212,3.602608357090046,True
